@relation 'mobile_price-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-NYes:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-Nhas:yes, YES:yes, Has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-Nnot:no, NO:no, No:no, Not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rthree_g-Nnot:no, NO:no, No:no, Not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rthree_g-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rblue-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rblue-NNo:no, NO:no, Not:no, not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NNo:no, NO:no, Not:no, not:no-weka.filters.unsupervised.attribute.Discretize-B8-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'\\\'(-inf-1.875]\\\'\':1, \'\\\'(1.875-2.75]\\\'\':2, \'\\\'(2.75-3.625]\\\'\':3,  \'\\\'(3.625-4.5]\\\'\':4, \'\\\'(4.5-5.375]\\\'\':5, \'\\\'(5.375-6.25]\\\'\':6, \'\\\'(6.25-7.125]\\\'\':7, \'\\\'(7.125-inf)\\\'\':8-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'\\\'(-inf-1.875]\\\'\':1, \'\\\'(1.875-2.75]\\\'\':2, \'\\\'(2.75-3.625]\\\'\':3,  \'\\\'(3.625-4.5]\\\'\':4, \'\\\'(4.5-5.375]\\\'\':5, \'\\\'(5.375-6.25]\\\'\':6, \'\\\'(6.25-7.125]\\\'\':7, \'\\\'(7.125-inf)\\\'\':8-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'(-inf-1.875]\':1, \'(1.875-2.75]\':2, \'(2.75-3.625]\':3,  \'(3.625-4.5]\':4, \'(4.5-5.375]\':5, \'(5.375-6.25]\':6, \'(6.25-7.125]\':7, \'(7.125-inf)\':8-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R19-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R1-20-precision6-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.Remove-R22-25-weka.filters.unsupervised.attribute.InterquartileRange-R1-20-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-R1-20-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R22-23-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5)\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rtouch_screen-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes_clustered'

@attribute Instance_number numeric
@attribute battery_power {'\'(-inf-650.7]\'','\'(650.7-800.4]\'','\'(800.4-950.1]\'','\'(950.1-1099.8]\'','\'(1099.8-1249.5]\'','\'(1249.5-1399.2]\'','\'(1399.2-1548.9]\'','\'(1548.9-1698.6]\'','\'(1698.6-1848.3]\'','\'(1848.3-inf)\''}
@attribute blue {no,yes}
@attribute clock_speed {'\'(-inf-0.75]\'','\'(0.75-1]\'','\'(1-1.25]\'','\'(1.25-1.5]\'','\'(1.5-1.75]\'','\'(1.75-2]\'','\'(2-2.25]\'','\'(2.25-2.5]\'','\'(2.5-2.75]\'','\'(2.75-inf)\''}
@attribute dual_sim {no,yes}
@attribute fc {'\'(-inf-1.9]\'','\'(1.9-3.8]\'','\'(3.8-5.7]\'','\'(5.7-7.6]\'','\'(7.6-9.5]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'','\'(13.3-15.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\''}
@attribute four_g {no,yes}
@attribute int_memory {'\'(-inf-8.2]\'','\'(8.2-14.4]\'','\'(14.4-20.6]\'','\'(20.6-26.8]\'','\'(26.8-33]\'','\'(33-39.2]\'','\'(39.2-45.4]\'','\'(45.4-51.6]\'','\'(51.6-57.8]\'','\'(57.8-inf)\''}
@attribute m_dep {'\'(-inf-0.19]\'','\'(0.19-0.28]\'','\'(0.28-0.37]\'','\'(0.37-0.46]\'','\'(0.46-0.55]\'','\'(0.55-0.64]\'','\'(0.64-0.73]\'','\'(0.73-0.82]\'','\'(0.82-0.91]\'','\'(0.91-inf)\''}
@attribute mobile_wt {'\'(-inf-92]\'','\'(92-104]\'','\'(104-116]\'','\'(116-128]\'','\'(128-140]\'','\'(140-152]\'','\'(152-164]\'','\'(164-176]\'','\'(176-188]\'','\'(188-inf)\''}
@attribute n_cores {1,2,3,4,5,6,7,8}
@attribute pc {'\'(-inf-2]\'','\'(2-4]\'','\'(4-6]\'','\'(6-8]\'','\'(8-10]\'','\'(10-12]\'','\'(12-14]\'','\'(14-16]\'','\'(16-18]\'','\'(18-inf)\''}
@attribute px_height {'\'(-inf-196]\'','\'(196-392]\'','\'(392-588]\'','\'(588-784]\'','\'(784-980]\'','\'(980-1176]\'','\'(1176-1372]\'','\'(1372-1568]\'','\'(1568-1764]\'','\'(1764-inf)\''}
@attribute px_width {'\'(-inf-649.8]\'','\'(649.8-799.6]\'','\'(799.6-949.4]\'','\'(949.4-1099.2]\'','\'(1099.2-1249]\'','\'(1249-1398.8]\'','\'(1398.8-1548.6]\'','\'(1548.6-1698.4]\'','\'(1698.4-1848.2]\'','\'(1848.2-inf)\''}
@attribute ram {'\'(-inf-630.2]\'','\'(630.2-1004.4]\'','\'(1004.4-1378.6]\'','\'(1378.6-1752.8]\'','\'(1752.8-2127]\'','\'(2127-2501.2]\'','\'(2501.2-2875.4]\'','\'(2875.4-3249.6]\'','\'(3249.6-3623.8]\'','\'(3623.8-inf)\''}
@attribute sc_h {'\'(-inf-6.4]\'','\'(6.4-7.8]\'','\'(7.8-9.2]\'','\'(9.2-10.6]\'','\'(10.6-12]\'','\'(12-13.4]\'','\'(13.4-14.8]\'','\'(14.8-16.2]\'','\'(16.2-17.6]\'','\'(17.6-inf)\''}
@attribute sc_w {'\'(-inf-1.8]\'','\'(1.8-3.6]\'','\'(3.6-5.4]\'','\'(5.4-7.2]\'','\'(7.2-9]\'','\'(9-10.8]\'','\'(10.8-12.6]\'','\'(12.6-14.4]\'','\'(14.4-16.2]\'','\'(16.2-inf)\''}
@attribute talk_time {'\'(-inf-3.8]\'','\'(3.8-5.6]\'','\'(5.6-7.4]\'','\'(7.4-9.2]\'','\'(9.2-11]\'','\'(11-12.8]\'','\'(12.8-14.6]\'','\'(14.6-16.4]\'','\'(16.4-18.2]\'','\'(18.2-inf)\''}
@attribute three_g {no,yes}
@attribute touch_screen {no,yes}
@attribute wifi {yes,no}
@attribute price_category {0,1}
@attribute Cluster {cluster0,cluster1}

@data
388,'\'(1099.8-1249.5]\'',no,'\'(-inf-0.75]\'',no,'\'(-inf-1.9]\'',no,'\'(8.2-14.4]\'','\'(0.55-0.64]\'','\'(140-152]\'',7,'\'(6-8]\'','\'(784-980]\'','\'(799.6-949.4]\'','\'(2875.4-3249.6]\'','\'(6.4-7.8]\'','\'(5.4-7.2]\'','\'(14.6-16.4]\'',yes,yes,no,0,cluster0
389,'\'(1698.6-1848.3]\'',no,'\'(1.25-1.5]\'',no,'\'(-inf-1.9]\'',no,'\'(57.8-inf)\'','\'(0.46-0.55]\'','\'(128-140]\'',7,'\'(10-12]\'','\'(588-784]\'','\'(1099.2-1249]\'','\'(3623.8-inf)\'','\'(14.8-16.2]\'','\'(-inf-1.8]\'','\'(18.2-inf)\'',yes,no,no,1,cluster0
390,'\'(1698.6-1848.3]\'',yes,'\'(1.5-1.75]\'',yes,'\'(1.9-3.8]\'',no,'\'(20.6-26.8]\'','\'(-inf-0.19]\'','\'(128-140]\'',6,'\'(14-16]\'','\'(392-588]\'','\'(1099.2-1249]\'','\'(2875.4-3249.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(16.4-18.2]\'',no,yes,no,1,cluster1
391,'\'(950.1-1099.8]\'',yes,'\'(2.25-2.5]\'',no,'\'(-inf-1.9]\'',no,'\'(33-39.2]\'','\'(0.19-0.28]\'','\'(116-128]\'',7,'\'(2-4]\'','\'(196-392]\'','\'(799.6-949.4]\'','\'(1752.8-2127]\'','\'(9.2-10.6]\'','\'(5.4-7.2]\'','\'(-inf-3.8]\'',no,yes,no,0,cluster1
392,'\'(1848.3-inf)\'',yes,'\'(2.25-2.5]\'',no,'\'(13.3-15.2]\'',no,'\'(20.6-26.8]\'','\'(0.55-0.64]\'','\'(152-164]\'',4,'\'(14-16]\'','\'(1176-1372]\'','\'(1398.8-1548.6]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(7.4-9.2]\'',no,yes,no,1,cluster1
393,'\'(1249.5-1399.2]\'',yes,'\'(1-1.25]\'',no,'\'(1.9-3.8]\'',yes,'\'(8.2-14.4]\'','\'(0.82-0.91]\'','\'(140-152]\'',7,'\'(18-inf)\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(3623.8-inf)\'','\'(17.6-inf)\'','\'(16.2-inf)\'','\'(9.2-11]\'',yes,yes,yes,1,cluster0
394,'\'(1848.3-inf)\'',no,'\'(1.5-1.75]\'',yes,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(188-inf)\'',4,'\'(-inf-2]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(630.2-1004.4]\'','\'(13.4-14.8]\'','\'(-inf-1.8]\'','\'(12.8-14.6]\'',yes,yes,no,0,cluster0
395,'\'(1848.3-inf)\'',no,'\'(-inf-0.75]\'',yes,'\'(7.6-9.5]\'',yes,'\'(-inf-8.2]\'','\'(0.37-0.46]\'','\'(140-152]\'',2,'\'(12-14]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(5.4-7.2]\'','\'(16.4-18.2]\'',yes,no,no,1,cluster1
396,'\'(650.7-800.4]\'',no,'\'(2.25-2.5]\'',yes,'\'(3.8-5.7]\'',yes,'\'(51.6-57.8]\'','\'(0.82-0.91]\'','\'(-inf-92]\'',8,'\'(10-12]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(3623.8-inf)\'','\'(10.6-12]\'','\'(7.2-9]\'','\'(5.6-7.4]\'',yes,yes,yes,1,cluster0
397,'\'(800.4-950.1]\'',yes,'\'(1.5-1.75]\'',yes,'\'(-inf-1.9]\'',no,'\'(26.8-33]\'','\'(0.64-0.73]\'','\'(164-176]\'',2,'\'(-inf-2]\'','\'(-inf-196]\'','\'(1249-1398.8]\'','\'(1378.6-1752.8]\'','\'(10.6-12]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',yes,yes,no,0,cluster0
398,'\'(1249.5-1399.2]\'',yes,'\'(2.25-2.5]\'',yes,'\'(9.5-11.4]\'',yes,'\'(26.8-33]\'','\'(0.19-0.28]\'','\'(128-140]\'',4,'\'(10-12]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(1752.8-2127]\'','\'(9.2-10.6]\'','\'(-inf-1.8]\'','\'(14.6-16.4]\'',yes,yes,yes,0,cluster0
399,'\'(1848.3-inf)\'',no,'\'(1.75-2]\'',yes,'\'(-inf-1.9]\'',yes,'\'(39.2-45.4]\'','\'(0.19-0.28]\'','\'(164-176]\'',1,'\'(2-4]\'','\'(196-392]\'','\'(649.8-799.6]\'','\'(2875.4-3249.6]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(5.6-7.4]\'',yes,yes,yes,1,cluster0
400,'\'(1249.5-1399.2]\'',no,'\'(1.75-2]\'',yes,'\'(-inf-1.9]\'',yes,'\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(176-188]\'',3,'\'(10-12]\'','\'(196-392]\'','\'(1398.8-1548.6]\'','\'(2501.2-2875.4]\'','\'(9.2-10.6]\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',yes,yes,yes,0,cluster0
401,'\'(950.1-1099.8]\'',no,'\'(2.5-2.75]\'',yes,'\'(15.2-17.1]\'',yes,'\'(45.4-51.6]\'','\'(0.73-0.82]\'','\'(92-104]\'',7,'\'(16-18]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(2875.4-3249.6]\'','\'(17.6-inf)\'','\'(-inf-1.8]\'','\'(18.2-inf)\'',yes,yes,yes,1,cluster0
402,'\'(1399.2-1548.9]\'',no,'\'(-inf-0.75]\'',no,'\'(7.6-9.5]\'',no,'\'(14.4-20.6]\'','\'(0.55-0.64]\'','\'(152-164]\'',3,'\'(8-10]\'','\'(-inf-196]\'','\'(1398.8-1548.6]\'','\'(3249.6-3623.8]\'','\'(12-13.4]\'','\'(10.8-12.6]\'','\'(5.6-7.4]\'',yes,no,yes,1,cluster0
403,'\'(1399.2-1548.9]\'',yes,'\'(1-1.25]\'',yes,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(-inf-0.19]\'','\'(164-176]\'',4,'\'(4-6]\'','\'(1568-1764]\'','\'(1548.6-1698.4]\'','\'(1378.6-1752.8]\'','\'(12-13.4]\'','\'(7.2-9]\'','\'(-inf-3.8]\'',yes,no,yes,0,cluster1
404,'\'(1548.9-1698.6]\'',yes,'\'(2-2.25]\'',no,'\'(5.7-7.6]\'',yes,'\'(8.2-14.4]\'','\'(0.19-0.28]\'','\'(116-128]\'',6,'\'(8-10]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(7.4-9.2]\'',yes,yes,yes,0,cluster1
405,'\'(1399.2-1548.9]\'',yes,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',no,'\'(33-39.2]\'','\'(0.64-0.73]\'','\'(-inf-92]\'',4,'\'(2-4]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(3249.6-3623.8]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',yes,yes,no,1,cluster1
406,'\'(950.1-1099.8]\'',no,'\'(1.75-2]\'',no,'\'(-inf-1.9]\'',no,'\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(92-104]\'',5,'\'(-inf-2]\'','\'(1176-1372]\'','\'(1398.8-1548.6]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(-inf-1.8]\'','\'(14.6-16.4]\'',no,no,no,1,cluster0
407,'\'(650.7-800.4]\'',yes,'\'(2.25-2.5]\'',yes,'\'(7.6-9.5]\'',yes,'\'(14.4-20.6]\'','\'(0.64-0.73]\'','\'(164-176]\'',5,'\'(10-12]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(1752.8-2127]\'','\'(10.6-12]\'','\'(9-10.8]\'','\'(11-12.8]\'',yes,no,no,0,cluster1
408,'\'(1399.2-1548.9]\'',no,'\'(1.25-1.5]\'',no,'\'(11.4-13.3]\'',yes,'\'(33-39.2]\'','\'(0.64-0.73]\'','\'(140-152]\'',8,'\'(14-16]\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(2501.2-2875.4]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'','\'(5.6-7.4]\'',yes,no,yes,0,cluster0
409,'\'(1698.6-1848.3]\'',yes,'\'(0.75-1]\'',yes,'\'(1.9-3.8]\'',no,'\'(45.4-51.6]\'','\'(0.55-0.64]\'','\'(188-inf)\'',4,'\'(2-4]\'','\'(196-392]\'','\'(1099.2-1249]\'','\'(2127-2501.2]\'','\'(12-13.4]\'','\'(7.2-9]\'','\'(12.8-14.6]\'',yes,no,yes,0,cluster1
410,'\'(950.1-1099.8]\'',yes,'\'(1.75-2]\'',yes,'\'(3.8-5.7]\'',yes,'\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(164-176]\'',5,'\'(6-8]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(-inf-630.2]\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'','\'(3.8-5.6]\'',yes,yes,yes,0,cluster1
411,'\'(1548.9-1698.6]\'',no,'\'(2.75-inf)\'',no,'\'(1.9-3.8]\'',yes,'\'(39.2-45.4]\'','\'(0.46-0.55]\'','\'(104-116]\'',6,'\'(12-14]\'','\'(1372-1568]\'','\'(1698.4-1848.2]\'','\'(3623.8-inf)\'','\'(16.2-17.6]\'','\'(9-10.8]\'','\'(9.2-11]\'',yes,yes,yes,1,cluster0
412,'\'(1399.2-1548.9]\'',yes,'\'(0.75-1]\'',yes,'\'(11.4-13.3]\'',no,'\'(45.4-51.6]\'','\'(0.64-0.73]\'','\'(92-104]\'',5,'\'(16-18]\'','\'(588-784]\'','\'(799.6-949.4]\'','\'(1004.4-1378.6]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(5.6-7.4]\'',no,no,yes,0,cluster1
413,'\'(1099.8-1249.5]\'',yes,'\'(1.25-1.5]\'',no,'\'(-inf-1.9]\'',no,'\'(45.4-51.6]\'','\'(0.55-0.64]\'','\'(92-104]\'',5,'\'(-inf-2]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(2501.2-2875.4]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(16.4-18.2]\'',no,no,no,0,cluster1
414,'\'(650.7-800.4]\'',no,'\'(2-2.25]\'',yes,'\'(1.9-3.8]\'',no,'\'(20.6-26.8]\'','\'(0.73-0.82]\'','\'(128-140]\'',3,'\'(16-18]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(5.6-7.4]\'',yes,no,yes,1,cluster0
415,'\'(650.7-800.4]\'',yes,'\'(2.75-inf)\'',no,'\'(3.8-5.7]\'',yes,'\'(45.4-51.6]\'','\'(0.28-0.37]\'','\'(176-188]\'',4,'\'(10-12]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(2501.2-2875.4]\'','\'(9.2-10.6]\'','\'(-inf-1.8]\'','\'(14.6-16.4]\'',yes,no,yes,0,cluster0
416,'\'(800.4-950.1]\'',yes,'\'(1.75-2]\'',no,'\'(-inf-1.9]\'',no,'\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(152-164]\'',8,'\'(4-6]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(17.6-inf)\'','\'(3.6-5.4]\'','\'(18.2-inf)\'',no,yes,no,0,cluster0
417,'\'(650.7-800.4]\'',yes,'\'(0.75-1]\'',yes,'\'(1.9-3.8]\'',yes,'\'(57.8-inf)\'','\'(0.19-0.28]\'','\'(164-176]\'',5,'\'(2-4]\'','\'(392-588]\'','\'(799.6-949.4]\'','\'(2127-2501.2]\'','\'(13.4-14.8]\'','\'(7.2-9]\'','\'(18.2-inf)\'',yes,yes,no,0,cluster0
418,'\'(1399.2-1548.9]\'',no,'\'(2-2.25]\'',no,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(0.19-0.28]\'','\'(164-176]\'',7,'\'(-inf-2]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(12.6-14.4]\'','\'(-inf-3.8]\'',yes,yes,no,0,cluster0
419,'\'(800.4-950.1]\'',yes,'\'(0.75-1]\'',no,'\'(1.9-3.8]\'',no,'\'(-inf-8.2]\'','\'(0.73-0.82]\'','\'(92-104]\'',2,'\'(10-12]\'','\'(-inf-196]\'','\'(1398.8-1548.6]\'','\'(630.2-1004.4]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(3.8-5.6]\'',yes,yes,no,0,cluster1
420,'\'(1399.2-1548.9]\'',yes,'\'(-inf-0.75]\'',yes,'\'(5.7-7.6]\'',no,'\'(-inf-8.2]\'','\'(0.37-0.46]\'','\'(104-116]\'',5,'\'(10-12]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'','\'(18.2-inf)\'',yes,no,yes,0,cluster1
421,'\'(1099.8-1249.5]\'',no,'\'(2-2.25]\'',yes,'\'(5.7-7.6]\'',no,'\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(-inf-92]\'',3,'\'(16-18]\'','\'(-inf-196]\'','\'(1249-1398.8]\'','\'(2127-2501.2]\'','\'(14.8-16.2]\'','\'(12.6-14.4]\'','\'(9.2-11]\'',yes,yes,no,0,cluster0
422,'\'(1399.2-1548.9]\'',yes,'\'(-inf-0.75]\'',no,'\'(9.5-11.4]\'',yes,'\'(39.2-45.4]\'','\'(0.19-0.28]\'','\'(164-176]\'',4,'\'(12-14]\'','\'(784-980]\'','\'(1249-1398.8]\'','\'(1752.8-2127]\'','\'(14.8-16.2]\'','\'(-inf-1.8]\'','\'(-inf-3.8]\'',yes,no,no,0,cluster1
423,'\'(1548.9-1698.6]\'',yes,'\'(2.25-2.5]\'',no,'\'(1.9-3.8]\'',no,'\'(8.2-14.4]\'','\'(0.37-0.46]\'','\'(152-164]\'',2,'\'(12-14]\'','\'(-inf-196]\'','\'(1099.2-1249]\'','\'(1004.4-1378.6]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(14.6-16.4]\'',no,yes,yes,0,cluster0
424,'\'(650.7-800.4]\'',no,'\'(2.25-2.5]\'',yes,'\'(3.8-5.7]\'',no,'\'(45.4-51.6]\'','\'(-inf-0.19]\'','\'(152-164]\'',4,'\'(4-6]\'','\'(-inf-196]\'','\'(-inf-649.8]\'','\'(3623.8-inf)\'','\'(13.4-14.8]\'','\'(1.8-3.6]\'','\'(9.2-11]\'',no,no,no,0,cluster1
425,'\'(1848.3-inf)\'',no,'\'(2.75-inf)\'',yes,'\'(1.9-3.8]\'',yes,'\'(51.6-57.8]\'','\'(0.37-0.46]\'','\'(176-188]\'',3,'\'(2-4]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(2875.4-3249.6]\'','\'(10.6-12]\'','\'(1.8-3.6]\'','\'(16.4-18.2]\'',yes,no,no,0,cluster1
426,'\'(1099.8-1249.5]\'',yes,'\'(2-2.25]\'',yes,'\'(7.6-9.5]\'',no,'\'(45.4-51.6]\'','\'(0.28-0.37]\'','\'(176-188]\'',6,'\'(8-10]\'','\'(1372-1568]\'','\'(1398.8-1548.6]\'','\'(-inf-630.2]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',yes,yes,yes,0,cluster1
427,'\'(1698.6-1848.3]\'',yes,'\'(1.25-1.5]\'',no,'\'(-inf-1.9]\'',yes,'\'(20.6-26.8]\'','\'(-inf-0.19]\'','\'(128-140]\'',7,'\'(-inf-2]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(3623.8-inf)\'','\'(7.8-9.2]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',yes,no,yes,1,cluster0
428,'\'(1099.8-1249.5]\'',no,'\'(1.25-1.5]\'',no,'\'(1.9-3.8]\'',yes,'\'(14.4-20.6]\'','\'(0.46-0.55]\'','\'(140-152]\'',6,'\'(6-8]\'','\'(588-784]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(17.6-inf)\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',yes,yes,yes,0,cluster0
429,'\'(950.1-1099.8]\'',yes,'\'(0.75-1]\'',no,'\'(9.5-11.4]\'',yes,'\'(26.8-33]\'','\'(0.73-0.82]\'','\'(188-inf)\'',2,'\'(18-inf)\'','\'(784-980]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(14.6-16.4]\'',yes,no,yes,0,cluster0
430,'\'(1848.3-inf)\'',yes,'\'(2.75-inf)\'',yes,'\'(5.7-7.6]\'',yes,'\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(116-128]\'',8,'\'(6-8]\'','\'(980-1176]\'','\'(1698.4-1848.2]\'','\'(3249.6-3623.8]\'','\'(17.6-inf)\'','\'(14.4-16.2]\'','\'(14.6-16.4]\'',yes,yes,no,1,cluster0
431,'\'(1698.6-1848.3]\'',yes,'\'(-inf-0.75]\'',yes,'\'(1.9-3.8]\'',no,'\'(57.8-inf)\'','\'(0.64-0.73]\'','\'(104-116]\'',8,'\'(14-16]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(1752.8-2127]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',no,yes,yes,0,cluster0
432,'\'(1399.2-1548.9]\'',no,'\'(2.75-inf)\'',no,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(0.37-0.46]\'','\'(164-176]\'',1,'\'(-inf-2]\'','\'(588-784]\'','\'(1548.6-1698.4]\'','\'(2501.2-2875.4]\'','\'(12-13.4]\'','\'(7.2-9]\'','\'(12.8-14.6]\'',yes,no,yes,1,cluster0
433,'\'(1399.2-1548.9]\'',no,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',yes,'\'(14.4-20.6]\'','\'(0.64-0.73]\'','\'(152-164]\'',6,'\'(6-8]\'','\'(392-588]\'','\'(1249-1398.8]\'','\'(1004.4-1378.6]\'','\'(12-13.4]\'','\'(5.4-7.2]\'','\'(18.2-inf)\'',yes,no,no,0,cluster0
434,'\'(650.7-800.4]\'',no,'\'(2.25-2.5]\'',yes,'\'(3.8-5.7]\'',no,'\'(20.6-26.8]\'','\'(0.73-0.82]\'','\'(104-116]\'',4,'\'(4-6]\'','\'(-inf-196]\'','\'(799.6-949.4]\'','\'(-inf-630.2]\'','\'(16.2-17.6]\'','\'(9-10.8]\'','\'(14.6-16.4]\'',yes,yes,yes,0,cluster0
435,'\'(950.1-1099.8]\'',yes,'\'(-inf-0.75]\'',no,'\'(-inf-1.9]\'',no,'\'(45.4-51.6]\'','\'(0.28-0.37]\'','\'(128-140]\'',2,'\'(10-12]\'','\'(196-392]\'','\'(949.4-1099.2]\'','\'(-inf-630.2]\'','\'(16.2-17.6]\'','\'(-inf-1.8]\'','\'(-inf-3.8]\'',yes,no,no,0,cluster1
436,'\'(650.7-800.4]\'',no,'\'(-inf-0.75]\'',yes,'\'(7.6-9.5]\'',yes,'\'(8.2-14.4]\'','\'(0.73-0.82]\'','\'(-inf-92]\'',7,'\'(14-16]\'','\'(980-1176]\'','\'(1099.2-1249]\'','\'(2875.4-3249.6]\'','\'(14.8-16.2]\'','\'(5.4-7.2]\'','\'(-inf-3.8]\'',yes,yes,yes,1,cluster0
